Level	Power	Power (Calculated)	Upgrade	Forge Hammer
1246	285,477,500	285,477,500	1246 » 1247	870
1247	285,912,500	285,912,500	1247 » 1248	870
1248	286,347,500	286,347,500	1248 » 1249	870
1249	286,782,500	286,782,500	1249 » 1250	870
1250	287,217,500	287,217,500	1250 » 1251	870
1251	287,652,500	287,652,500	1251 » 1252	870
1252	288,087,500	288,087,500	1252 » 1253	870
1253	288,522,500	288,522,500	1253 » 1254	875
1254	288,960,000	288,960,000	1254 » 1255	875
1255	289,397,500	289,397,500	1255 » 1256	875
1256	289,835,000	289,835,000	1256 » 1257	875
1257	290,272,500	290,272,500	1257 » 1258	875
1258	290,710,000	290,710,000	1258 » 1259	875
1259	291,147,500	291,147,500	1259 » 1260	875
1260	291,585,000	291,585,000	1260 » 1261	875
1261	292,022,500	292,022,500	1261 » 1262	880
1262	292,462,500	292,462,500	1262 » 1263	880
1263	292,902,500	292,902,500	1263 » 1264	880
1264	293,342,500	293,342,500	1264 » 1265	880
1265	293,782,500	293,782,500	1265 » 1266	880
1266	294,222,500	294,222,500	1266 » 1267	880
1267	294,662,500	294,662,500	1267 » 1268	880
1268	295,102,500	295,102,500	1268 » 1269	880
1269	295,542,500	295,542,500	1269 » 1270	885
1270	295,985,000	295,985,000	1270 » 1271	885
1271	296,427,500	296,427,500	1271 » 1272	885
1272	296,870,000	296,870,000	1272 » 1273	885
1273	297,312,500	297,312,500	1273 » 1274	885
1274	297,755,000	297,755,000	1274 » 1275	885
1275	298,197,500	298,197,500	1275 » 1276	885
1276	298,640,000	298,640,000	1276 » 1277	885
1277	299,082,500	299,082,500	1277 » 1278	890
1278	299,527,500	299,527,500	1278 » 1279	890
1279	299,972,500	299,972,500	1279 » 1280	890
1280	300,417,500	300,417,500	1280 » 1281	890
1281	300,862,500	300,862,500	1281 » 1282	890
1282	301,307,500	301,307,500	1282 » 1283	890
1283	301,752,500	301,752,500	1283 » 1284	890
1284	302,197,500	302,197,500	1284 » 1285	890
1285	302,642,500	302,642,500	1285 » 1286	895
1286	303,090,000	303,090,000	1286 » 1287	895
1287	303,537,500	303,537,500	1287 » 1288	895
1288	303,985,000	303,985,000	1288 » 1289	895
1289	304,432,500	304,432,500	1289 » 1290	895
1290	304,880,000	304,880,000	1290 » 1291	895
1291	305,327,500	305,327,500	1291 » 1292	895
1292	305,775,000	305,775,000	1292 » 1293	895
1293	306,222,500	306,222,500	1293 » 1294	900
1294	306,672,500	306,672,500	1294 » 1295	900
1295	307,122,500	307,122,500	1295 » 1296	900
1296	307,572,500	307,572,500	1296 » 1297	900
1297	308,022,500	308,022,500	1297 » 1298	900
1298	308,472,500	308,472,500	1298 » 1299	900
1299	308,922,500	308,922,500	1299 » 1300	900
1300	309,372,500	309,372,500	1300 » 1301	900
1301	309,822,500	309,822,500	1301 » 1302	905
1302	310,275,000	310,275,000	1302 » 1303	905
1303	310,727,500	310,727,500	1303 » 1304	905
1304	311,180,000	311,180,000	1304 » 1305	905
1305	311,632,500	311,632,500	1305 » 1306	905
1306	312,085,000	312,085,000	1306 » 1307	905
1307	312,537,500	312,537,500	1307 » 1308	905
1308	312,990,000	312,990,000	1308 » 1309	905
1309	313,442,500	313,442,500	1309 » 1310	910
1310	313,897,500	313,897,500	1310 » 1311	910
1311	314,352,500	314,352,500	1311 » 1312	910
1312	314,807,500	314,807,500	1312 » 1313	910
1313	315,262,500	315,262,500	1313 » 1314	910
1314	315,717,500	315,717,500	1314 » 1315	910
1315	316,172,500	316,172,500	1315 » 1316	910
1316	316,627,500	316,627,500	1316 » 1317	910
1317	317,082,500	317,082,500	1317 » 1318	915
1318	317,540,000	317,540,000	1318 » 1319	915
1319	317,997,500	317,997,500	1319 » 1320	915
1320	318,455,000	318,455,000	1320 » 1321	915
1321	318,912,500	318,912,500	1321 » 1322	915
1322	319,370,000	319,370,000	1322 » 1323	915
1323	319,827,500	319,827,500	1323 » 1324	915
1324	320,285,000	320,285,000	1324 » 1325	915
1325	320,742,500	320,742,500	1325 » 1326	920
1326	321,202,500	321,202,500	1326 » 1327	920
1327	321,662,500	321,662,500	1327 » 1328	920
1328	322,122,500	322,122,500	1328 » 1329	920
1329	322,582,500	322,582,500	1329 » 1330	920
1330	323,042,500	323,042,500	1330 » 1331	920
1331	323,502,500	323,502,500	1331 » 1332	920
1332	323,962,500	323,962,500	1332 » 1333	920
1333	324,422,500	324,422,500	1333 » 1334	925
1334	324,885,000	324,885,000	1334 » 1335	925
1335	325,347,500	325,347,500	1335 » 1336	925
1336	325,810,000	325,810,000	1336 » 1337	925
1337	326,272,500	326,272,500	1337 » 1338	925
1338	326,735,000	326,735,000	1338 » 1339	925
1339	327,197,500	327,197,500	1339 » 1340	925
1340	327,660,000	327,660,000	1340 » 1341	925
1341	328,122,500	328,122,500	1341 » 1342	925
1342	328,585,000	328,585,000	1342 » 1343	930
1343	329,050,000	329,050,000	1343 » 1344	930
1344	329,515,000	329,515,000	1344 » 1345	930
1345	329,980,000	329,980,000	1345 » 1346	930
1346	330,445,000	330,445,000	1346 » 1347	930
1347	330,910,000	330,910,000	1347 » 1348	930
1348	331,375,000	331,375,000	1348 » 1349	930
1349	331,840,000	331,840,000	1349 » 1350	930
1350	332,305,000	332,305,000	1350 » 1351	935
1351	332,772,500	332,772,500	1351 » 1352	935
1352	333,240,000	333,240,000	1352 » 1353	935
1353	333,707,500	333,707,500	1353 » 1354	935
1354	334,175,000	334,175,000	1354 » 1355	935
1355	334,642,500	334,642,500	1355 » 1356	935
1356	335,110,000	335,110,000	1356 » 1357	935
1357	335,577,500	335,577,500	1357 » 1358	935
1358	336,045,000	336,045,000	1358 » 1359	940
1359	336,515,000	336,515,000	1359 » 1360	940
1360	336,985,000	336,985,000	1360 » 1361	940
1361	337,455,000	337,455,000	1361 » 1362	940
1362	337,925,000	337,925,000	1362 » 1363	940
1363	338,395,000	338,395,000	1363 » 1364	940
1364	338,865,000	338,865,000	1364 » 1365	940
1365	339,335,000	339,335,000	1365 » 1366	940
1366	339,805,000	339,805,000	1366 » 1367	945
1367	340,277,500	340,277,500	1367 » 1368	945
1368	340,750,000	340,750,000	1368 » 1369	945
1369	341,222,500	341,222,500	1369 » 1370	945
1370	341,695,000	341,695,000	1370 » 1371	945
1371	342,167,500	342,167,500	1371 » 1372	945
1372	342,640,000	342,640,000	1372 » 1373	945
1373	343,112,500	343,112,500	1373 » 1374	945
1374	343,585,000	343,585,000	1374 » 1375	950
1375	344,060,000	344,060,000	1375 » 1376	950
1376	344,535,000	344,535,000	1376 » 1377	950
1377	345,010,000	345,010,000	1377 » 1378	950
1378	345,485,000	345,485,000	1378 » 1379	950
1379	345,960,000	345,960,000	1379 » 1380	950
1380	346,435,000	346,435,000	1380 » 1381	950
1381	346,910,000	346,910,000	1381 » 1382	950
1382	347,385,000	347,385,000	1382 » 1383	955
1383	347,862,500	347,862,500	1383 » 1384	955
1384	348,340,000	348,340,000	1384 » 1385	955
1385	348,817,500	348,817,500	1385 » 1386	955
1386	349,295,000	349,295,000	1386 » 1387	955
1387	349,772,500	349,772,500	1387 » 1388	955
1388	350,250,000	350,250,000	1388 » 1389	955
1389	350,727,500	350,727,500	1389 » 1390	955
1390	351,205,000	351,205,000	1390 » 1391	960
1391	351,685,000	351,685,000	1391 » 1392	960
1392	352,165,000	352,165,000	1392 » 1393	960
1393	352,645,000	352,645,000	1393 » 1394	960
1394	353,125,000	353,125,000	1394 » 1395	960
1395	353,605,000	353,605,000	1395 » 1396	960
1396	354,085,000	354,085,000	1396 » 1397	960
1397	354,565,000	354,565,000	1397 » 1398	960
1398	355,045,000	355,045,000	1398 » 1399	965
1399	355,527,500	355,527,500	1399 » 1400	965
1400	356,010,000	356,010,000	1400 » 1401	965
1401		356,492,500	1401 » 1402	965
1402		356,975,000	1402 » 1403	965
1403		357,457,500	1403 » 1404	965
1404		357,940,000	1404 » 1405	965
1405		358,422,500	1405 » 1406	965
1406	358,905,000	358,905,000	1406 » 1407	970
1407	359,390,000	359,390,000	1407 » 1408	970
1408		359,875,000	1408 » 1409	970
1409		360,360,000	1409 » 1410	970
1410		360,845,000	1410 » 1411	970
1411		361,330,000	1411 » 1412	970
1412		361,815,000	1412 » 1413	970
1413		362,300,000	1413 » 1414	970
1414	362,785,000	362,785,000	1414 » 1415	975
1415	363,272,500	363,272,500	1415 » 1416	975
1416		363,760,000	1416 » 1417	975
1417		364,247,500	1417 » 1418	975
1418		364,735,000	1418 » 1419	975
1419		365,222,500	1419 » 1420	975
1420		365,710,000	1420 » 1421	975
1421		366,197,500	1421 » 1422	975
1422	366,685,000	366,685,000	1422 » 1423	980
1423	367,175,000	367,175,000	1423 » 1424	980
1424	367,665,000	367,665,000	1424 » 1425	980
1425	368,155,000	368,155,000	1425 » 1426	980
1426	368,645,000	368,645,000	1426 » 1427	980
1427	369,135,000	369,135,000	1427 » 1428	980
1428		369,625,000	1428 » 1429	980
1429		370,115,000	1429 » 1430	980
1430		370,605,000	1430 » 1431	985
1431	371,097,500	371,097,500	1431 » 1432	985
1432	371,590,000	371,590,000	1432 » 1433	985
1433	372,082,500	372,082,500	1433 » 1434	985
1434	372,575,000	372,575,000	1434 » 1435	985
1435	373,067,500	373,067,500	1435 » 1436	985
1436	373,560,000	373,560,000	1436 » 1437	985
1437	374,052,500	374,052,500	1437 » 1438	985
1438	374,545,000	374,545,000	1438 » 1439	985
1439	375,037,500	375,037,500	1439 » 1440	990
1440	375,532,500	375,532,500	1440 » 1441	990
1441	376,027,500	376,027,500	1441 » 1442	990
1442	376,522,500	376,522,500	1442 » 1443	990
1443	377,017,500	377,017,500	1443 » 1444	990
1444	377,512,500	377,512,500	1444 » 1445	990
1445	378,007,500	378,007,500	1445 » 1446	990
1446	378,502,500	378,502,500	1446 » 1447	990
1447	378,997,500	378,997,500	1447 » 1448	995
1448	379,495,000	379,495,000	1448 » 1449	995
1449	379,992,500	379,992,500	1449 » 1450	995
1450	380,490,000	380,490,000	1450 » 1451	995
1451	380,987,500	380,987,500	1451 » 1452	995
1452	381,485,000	381,485,000	1452 » 1453	995
1453	381,982,500	381,982,500	1453 » 1454	995
1454	382,480,000	382,480,000	1454 » 1455	995
1455	382,977,500	382,977,500	1455 » 1456	1,000
1456	383,477,500	383,477,500	1456 » 1457	1,000
1457	383,977,500	383,977,500	1457 » 1458	1,000
1458	384,477,500	384,477,500	1458 » 1459	1,000
1459	384,977,500	384,977,500	1459 » 1460	1,000
1460	385,477,500	385,477,500	1460 » 1461	1,000
1461	385,977,500	385,977,500	1461 » 1462	1,000
1462	386,477,500	386,477,500	1462 » 1463	1,000
1463	386,977,500	386,977,500	1463 » 1464	1,005
1464	387,480,000	387,480,000	1464 » 1465	1,005
1465	387,982,500	387,982,500	1465 » 1466	1,005
1466	388,485,000	388,485,000	1466 » 1467	1,005
1467	388,987,500	388,987,500	1467 » 1468	1,005
1468	389,490,000	389,490,000	1468 » 1469	1,005
1469	389,992,500	389,992,500	1469 » 1470	1,005
1470	390,495,000	390,495,000	1470 » 1471	1,005
1471	390,997,500	390,997,500	1471 » 1472	1,010
1472	391,502,500	391,502,500	1472 » 1473	1,010
1473	392,007,500	392,007,500	1473 » 1474	1,010
1474	392,512,500	392,512,500	1474 » 1475	1,010
1475	393,017,500	393,017,500	1475 » 1476	1,010
1476	393,522,500	393,522,500	1476 » 1477	1,010
1477	394,027,500	394,027,500	1477 » 1478	1,010
1478	394,532,500	394,532,500	1478 » 1479	1,010
1479	395,037,500	395,037,500	1479 » 1480	1,015
1480	395,545,000	395,545,000	1480 » 1481	1,015
1481	396,052,500	396,052,500	1481 » 1482	1,015
1482	396,560,000	396,560,000	1482 » 1483	1,015
1483	397,067,500	397,067,500	1483 » 1484	1,015
1484	397,575,000	397,575,000	1484 » 1485	1,015
1485	398,082,500	398,082,500	1485 » 1486	1,015
1486	398,590,000	398,590,000	1486 » 1487	1,015
1487	399,097,500	399,097,500	1487 » 1488	1,020
1488	399,607,500	399,607,500	1488 » 1489	1,020
1489	400,117,500	400,117,500	1489 » 1490	1,020
1490	400,627,500	400,627,500	1490 » 1491	1,020
1491	401,137,500	401,137,500	1491 » 1492	1,020
1492	401,647,500	401,647,500	1492 » 1493	1,020
1493	402,157,500	402,157,500	1493 » 1494	1,020
1494	402,667,500	402,667,500	1494 » 1495	1,020
1495	403,177,500	403,177,500	1495 » 1496	1,020
1496	403,687,500	403,687,500	1496 » 1497	1,025
1497	404,200,000	404,200,000	1497 » 1498	1,025
1498	404,712,500	404,712,500	1498 » 1499	1,025
1499	405,225,000	405,225,000	1499 » 1500	1,025
1500	405,737,500	405,737,500	1500 » 1501	1,025
1501	406,250,000	406,250,000	1501 » 1502	1,025
1502	406,762,500	406,762,500	1502 » 1503	1,025
1503	407,275,000	407,275,000	1503 » 1504	1,025
1504	407,787,500	407,787,500	1504 » 1505	1,030
1505	408,302,500	408,302,500	1505 » 1506	1,030
1506	408,817,500	408,817,500	1506 » 1507	1,030
1507	409,332,500	409,332,500	1507 » 1508	1,030
1508	409,847,500	409,847,500	1508 » 1509	1,030
1509	410,362,500	410,362,500	1509 » 1510	1,030
1510	410,877,500	410,877,500	1510 » 1511	1,030
1511	411,392,500	411,392,500	1511 » 1512	1,030
1512	411,907,500	411,907,500	1512 » 1513	1,035
1513	412,425,000	412,425,000	1513 » 1514	1,035
1514	412,942,500	412,942,500	1514 » 1515	1,035
1515	413,460,000	413,460,000	1515 » 1516	1,035
1516	413,977,500	413,977,500	1516 » 1517	1,035
1517	414,495,000	414,495,000	1517 » 1518	1,035
1518	415,012,500	415,012,500	1518 » 1519	1,035
1519	415,530,000	415,530,000	1519 » 1520	1,035
1520	416,047,500	416,047,500	1520 » 1521	1,040
1521	416,567,500	416,567,500	1521 » 1522	1,040
1522	417,087,500	417,087,500	1522 » 1523	1,040
1523	417,607,500	417,607,500	1523 » 1524	1,040
1524	418,127,500	418,127,500	1524 » 1525	1,040
1525	418,647,500	418,647,500	1525 » 1526	1,040
1526	419,167,500	419,167,500	1526 » 1527	1,040
1527	419,687,500	419,687,500	1527 » 1528	1,040
1528	420,207,500	420,207,500	1528 » 1529	1,045
1529	420,730,000	420,730,000	1529 » 1530	1,045
1530	421,252,500	421,252,500	1530 » 1531	1,045
1531	421,775,000	421,775,000	1531 » 1532	1,045
1532	422,297,500	422,297,500	1532 » 1533	1,045
1533	422,820,000	422,820,000	1533 » 1534	1,045
1534	423,342,500	423,342,500	1534 » 1535	1,045
1535	423,865,000	423,865,000	1535 » 1536	1,045
1536	424,387,500	424,387,500	1536 » 1537	1,050
1537	424,912,500	424,912,500	1537 » 1538	1,050
1538	425,437,500	425,437,500	1538 » 1539	1,050
1539	425,962,500	425,962,500	1539 » 1540	1,050
1540	426,487,500	426,487,500	1540 » 1541	1,050
1541	427,012,500	427,012,500	1541 » 1542	1,050
1542	427,537,500	427,537,500	1542 » 1543	1,050
1543	428,062,500	428,062,500	1543 » 1544	1,050
1544	428,587,500	428,587,500	1544 » 1545	1,055
1545	429,115,000	429,115,000	1545 » 1546	1,055
1546	429,642,500	429,642,500	1546 » 1547	1,055
1547	430,170,000	430,170,000	1547 » 1548	1,055
1548	430,697,500	430,697,500	1548 » 1549	1,055
1549	431,225,000	431,225,000	1549 » 1550	1,055
1550	431,752,500	431,752,500	1550 » 1551	1,055
1551	432,280,000	432,280,000	1551 » 1552	1,055
1552	432,807,500	432,807,500	1552 » 1553	1,055
1553	433,335,000	433,335,000	1553 » 1554	1,060
1554	433,865,000	433,865,000	1554 » 1555	1,060
1555	434,395,000	434,395,000	1555 » 1556	1,060
1556	434,925,000	434,925,000	1556 » 1557	1,060
1557	435,455,000	435,455,000	1557 » 1558	1,060
1558	435,985,000	435,985,000	1558 » 1559	1,060
1559	436,515,000	436,515,000	1559 » 1560	1,060
1560	437,045,000	437,045,000	1560 » 1561	1,060
1561	437,575,000	437,575,000	1561 » 1562	1,065
1562	438,107,500	438,107,500	1562 » 1563	1,065
1563	438,640,000	438,640,000	1563 » 1564	1,065
1564	439,172,500	439,172,500	1564 » 1565	1,065
1565	439,705,000	439,705,000	1565 » 1566	1,065
1566	440,237,500	440,237,500	1566 » 1567	1,065
1567	440,770,000	440,770,000	1567 » 1568	1,065
1568	441,302,500	441,302,500	1568 » 1569	1,065
1569	441,835,000	441,835,000	1569 » 1570	1,070
1570	442,370,000	442,370,000	1570 » 1571	1,070
1571	442,905,000	442,905,000	1571 » 1572	1,070
1572	443,440,000	443,440,000	1572 » 1573	1,070
1573	443,975,000	443,975,000	1573 » 1574	1,070
1574	444,510,000	444,510,000	1574 » 1575	1,070
1575	445,045,000	445,045,000	1575 » 1576	1,070
1576	445,580,000	445,580,000	1576 » 1577	1,070
1577	446,115,000	446,115,000	1577 » 1578	1,075
1578	446,652,500	446,652,500	1578 » 1579	1,075
1579	447,190,000	447,190,000	1579 » 1580	1,075
1580	447,727,500	447,727,500	1580 » 1581	1,075
1581	448,265,000	448,265,000	1581 » 1582	1,075
1582	448,802,500	448,802,500	1582 » 1583	1,075
1583	449,340,000	449,340,000	1583 » 1584	1,075
1584	449,877,500	449,877,500	1584 » 1585	1,075
1585	450,415,000	450,415,000	1585 » 1586	1,080
1586	450,955,000	450,955,000	1586 » 1587	1,080
1587	451,495,000	451,495,000	1587 » 1588	1,080
1588	452,035,000	452,035,000	1588 » 1589	1,080
1589	452,575,000	452,575,000	1589 » 1590	1,080
1590	453,115,000	453,115,000	1590 » 1591	1,080
1591	453,655,000	453,655,000	1591 » 1592	1,080
1592	454,195,000	454,195,000	1592 » 1593	1,080
1593	454,735,000	454,735,000	1593 » 1594	1,080
1594	455,275,000	455,275,000	1594 » 1595	1,085
1595	455,817,500	455,817,500	1595 » 1596	1,085
1596	456,360,000	456,360,000	1596 » 1597	1,085
1597	456,902,500	456,902,500	1597 » 1598	1,085
1598	457,445,000	457,445,000	1598 » 1599	1,085
1599	457,987,500	457,987,500	1599 » 1600	1,085
1600	458,530,000	458,530,000	1600 » 1601	1,085
1601	459,072,500	459,072,500	1601 » 1602	1,085
1602	459,615,000	459,615,000	1602 » 1603	1,090
1603	460,160,000	460,160,000	1603 » 1604	1,090
1604	460,705,000	460,705,000	1604 » 1605	1,090
1605	461,250,000	461,250,000	1605 » 1606	1,090
1606	461,795,000	461,795,000	1606 » 1607	1,090
1607	462,340,000	462,340,000	1607 » 1608	1,090
1608	462,885,000	462,885,000	1608 » 1609	1,090
1609	463,430,000	463,430,000	1609 » 1610	1,090
1610	463,975,000	463,975,000	1610 » 1611	1,095
1611	464,522,500	464,522,500	1611 » 1612	1,095
1612	465,070,000	465,070,000	1612 » 1613	1,095
1613	465,617,500	465,617,500	1613 » 1614	1,095
1614	466,165,000	466,165,000	1614 » 1615	1,095
1615	466,712,500	466,712,500	1615 » 1616	1,095
1616	467,260,000	467,260,000	1616 » 1617	1,095
1617	467,807,500	467,807,500	1617 » 1618	1,095
1618	468,355,000	468,355,000	1618 » 1619	1100
1619	468,905,000	468,905,000	1619 » 1620	1100
1620	469,455,000	469,455,000	1620 » 1621	1100
1621	470,005,000	470,005,000	1621 » 1622	1100
1622	470,555,000	470,555,000	1622 » 1623	1100
1623	471,105,000	471,105,000	1623 » 1624	1100
1624	471,655,000	471,655,000	1624 » 1625	1100
1625	472,205,000	472,205,000	1625 » 1626	1100
1626	472,755,000	472,755,000	1626 » 1627	1105
1627	473,307,500	473,307,500	1627 » 1628	1105
1628	473,860,000	473,860,000	1628 » 1629	1105
1629	474,412,500	474,412,500	1629 » 1630	1105
1630	474,965,000	474,965,000	1630 » 1631	1105
1631	475,517,500	475,517,500	1631 » 1632	1105
1632	476,070,000	476,070,000	1632 » 1633	1105
1633	476,622,500	476,622,500	1633 » 1634	1105
1634	477,175,000	477,175,000	1634 » 1635	1105
1635	477,727,500	477,727,500	1635 » 1636	1110
1636	478,282,500	478,282,500	1636 » 1637	1110
1637	478,837,500	478,837,500	1637 » 1638	1110
1638	479,392,500	479,392,500	1638 » 1639	1110
1639	479,947,500	479,947,500	1639 » 1640	1110
1640	480,502,500	480,502,500	1640 » 1641	1110
1641	481,057,500	481,057,500	1641 » 1642	1110
1642	481,612,500	481,612,500	1642 » 1643	1110
1643	482,167,500	482,167,500	1643 » 1644	1115
1644	482,725,000	482,725,000	1644 » 1645	1115
1645	483,282,500	483,282,500	1645 » 1646	1115
1646	483,840,000	483,840,000	1646 » 1647	1115
1647	484,397,500	484,397,500	1647 » 1648	1115
1648	484,955,000	484,955,000	1648 » 1649	1115
1649	485,512,500	485,512,500	1649 » 1650	1115
1650	486,070,000	486,070,000	1650 » 1651	1115
1651	486,627,500	486,627,500	1651 » 1652	1120
1652	487,187,500	487,187,500	1652 » 1653	1120
1653	487,747,500	487,747,500	1653 » 1654	1120
1654	488,307,500	488,307,500	1654 » 1655	1120
1655	488,867,500	488,867,500	1655 » 1656	1120
1656	489,427,500	489,427,500	1656 » 1657	1120
1657	489,987,500	489,987,500	1657 » 1658	1120
1658	490,547,500	490,547,500	1658 » 1659	1120
1659	491,107,500	491,107,500	1659 » 1660	1125
1660	491,670,000	491,670,000	1660 » 1661	1125
1661	492,232,500	492,232,500	1661 » 1662	1125
1662	492,795,000	492,795,000	1662 » 1663	1125
1663	493,357,500	493,357,500	1663 » 1664	1125
1664	493,920,000	493,920,000	1664 » 1665	1125
1665	494,482,500	494,482,500	1665 » 1666	1125
1666	495,045,000	495,045,000	1666 » 1667	1125
1667	495,607,500	495,607,500	1667 » 1668	1125
1668	496,170,000	496,170,000	1668 » 1669	1130
1669	496,735,000	496,735,000	1669 » 1670	1130
1670	497,300,000	497,300,000	1670 » 1671	1130
1671	497,865,000	497,865,000	1671 » 1672	1130
1672	498,430,000	498,430,000	1672 » 1673	1130
1673	498,995,000	498,995,000	1673 » 1674	1130
1674	499,560,000	499,560,000	1674 » 1675	1130
1675	500,125,000	500,125,000	1675 » 1676	1130
1676	500,690,000	500,690,000	1676 » 1677	1135
1677	501,257,500	501,257,500	1677 » 1678	1135
1678	501,825,000	501,825,000	1678 » 1679	1135
1679	502,392,500	502,392,500	1679 » 1680	1135
1680	502,960,000	502,960,000	1680 » 1681	1135
1681	503,527,500	503,527,500	1681 » 1682	1135
1682	504,095,000	504,095,000	1682 » 1683	1135
1683	504,662,500	504,662,500	1683 » 1684	1135
1684	505,230,000	505,230,000	1684 » 1685	1140
1685	505,800,000	505,800,000	1685 » 1686	1140
1686	506,370,000	506,370,000	1686 » 1687	1140
1687	506,940,000	506,940,000	1687 » 1688	1140
1688	507,510,000	507,510,000	1688 » 1689	1140
1689	508,080,000	508,080,000	1689 » 1690	1140
1690	508,650,000	508,650,000	1690 » 1691	1140
1691	509,220,000	509,220,000	1691 » 1692	1140
1692	509,790,000	509,790,000	1692 » 1693	1145
1693	510,362,500	510,362,500	1693 » 1694	1145
1694	510,935,000	510,935,000	1694 » 1695	1145
1695	511,507,500	511,507,500	1695 » 1696	1145
1696	512,080,000	512,080,000	1696 » 1697	1145
1697	512,652,500	512,652,500	1697 » 1698	1145
1698	513,225,000	513,225,000	1698 » 1699	1145
1699	513,797,500	513,797,500	1699 » 1700	1145
1700	514,370,000	514,370,000	1700 » 1701	1145
1701	514,942,500	514,942,500	1701 » 1702	1150
1702	515,517,500	515,517,500	1702 » 1703	1150
1703	516,092,500	516,092,500	1703 » 1704	1150
1704	516,667,500	516,667,500	1704 » 1705	1150
1705	517,242,500	517,242,500	1705 » 1706	1150
1706	517,817,500	517,817,500	1706 » 1707	1150
1707	518,392,500	518,392,500	1707 » 1708	1150
1708	518,967,500	518,967,500	1708 » 1709	1150
1709	519,542,500	519,542,500	1709 » 1710	1155
1710	520,120,000	520,120,000	1710 » 1711	1155
1711	520,697,500	520,697,500	1711 » 1712	1155
1712	521,275,000	521,275,000	1712 » 1713	1155
1713	521,852,500	521,852,500	1713 » 1714	1155
1714	522,430,000	522,430,000	1714 » 1715	1155
1715	523,007,500	523,007,500	1715 » 1716	1155
1716	523,585,000	523,585,000	1716 » 1717	1155
1717	524,162,500	524,162,500	1717 » 1718	1160
1718	524,742,500	524,742,500	1718 » 1719	1160
1719	525,322,500	525,322,500	1719 » 1720	1160
1720	525,902,500	525,902,500	1720 » 1721	1160
1721		526,482,500	1721 » 1722	1160
1722		527,062,500	1722 » 1723	1160
1723		527,642,500	1723 » 1724	1160
1724		528,222,500	1724 » 1725	1160
1725		528,802,500	1725 » 1726	1165
1726		529,385,000	1726 » 1727	1165
1727		529,967,500	1727 » 1728	1165
1728		530,550,000	1728 » 1729	1165
1729		531,132,500	1729 » 1730	1165
1730		531,715,000	1730 » 1731	1165
1731		532,297,500	1731 » 1732	1165
1732		532,880,000	1732 » 1733	1165
1733		533,462,500	1733 » 1734	1165
1734		534,045,000	1734 » 1735	1170
1735		534,630,000	1735 » 1736	1170
1736		535,215,000	1736 » 1737	1170
1737		535,800,000	1737 » 1738	1170
1738	536,385,000	536,385,000	1738 » 1739	1170
1739	536,970,000	536,970,000	1739 » 1740	1170
1740		537,555,000	1740 » 1741	1170
1741		538,140,000	1741 » 1742	1170
1742		538,725,000	1742 » 1743	1175
1743	539,312,500	539,312,500	1743 » 1744	1175
1744	539,900,000	539,900,000	1744 » 1745	1175
1745	540,487,500	540,487,500	1745 » 1746	1175
1746	541,075,000	541,075,000	1746 » 1747	1175
1747	541,662,500	541,662,500	1747 » 1748	1175
1748	542,250,000	542,250,000	1748 » 1749	1175
1749	542,837,500	542,837,500	1749 » 1750	1175
1750	543,425,000	543,425,000	1750 » 1751	1180
1751	544,015,000	544,015,000	1751 » 1752	1180
1752	544,605,000	544,605,000	1752 » 1753	1180
1753	545,195,000	545,195,000	1753 » 1754	1180
1754	545,785,000	545,785,000	1754 » 1755	1180
1755	546,375,000	546,375,000	1755 » 1756	1180
1756	546,965,000	546,965,000	1756 » 1757	1180
1757	547,555,000	547,555,000	1757 » 1758	1180
1758	548,145,000	548,145,000	1758 » 1759	1185
1759	548,737,500	548,737,500	1759 » 1760	1185
1760	549,330,000	549,330,000	1760 » 1761	1185
1761	549,922,500	549,922,500	1761 » 1762	1185
1762	550,515,000	550,515,000	1762 » 1763	1185
1763	551,107,500	551,107,500	1763 » 1764	1185
1764	551,700,000	551,700,000	1764 » 1765	1185
1765	552,292,500	552,292,500	1765 » 1766	1185
1766	552,885,000	552,885,000	1766 » 1767	1185
1767	553,477,500	553,477,500	1767 » 1768	1190
1768	554,072,500	554,072,500	1768 » 1769	1190
1769	554,667,500	554,667,500	1769 » 1770	1190
1770	555,262,500	555,262,500	1770 » 1771	1190
1771	555,857,500	555,857,500	1771 » 1772	1190
1772	556,452,500	556,452,500	1772 » 1773	1190
1773	557,047,500	557,047,500	1773 » 1774	1190
1774	557,642,500	557,642,500	1774 » 1775	1190
1775	558,237,500	558,237,500	1775 » 1776	1195
1776	558,835,000	558,835,000	1776 » 1777	1195
1777	559,432,500	559,432,500	1777 » 1778	1195
1778	560,030,000	560,030,000	1778 » 1779	1195
1779	560,627,500	560,627,500	1779 » 1780	1195
1780	561,225,000	561,225,000	1780 » 1781	1195
1781	561,822,500	561,822,500	1781 » 1782	1195
1782	562,420,000	562,420,000	1782 » 1783	1195
1783	563,017,500	563,017,500	1783 » 1784	1200
1784	563,617,500	563,617,500	1784 » 1785	1200
1785	564,217,500	564,217,500	1785 » 1786	1200
1786	564,817,500	564,817,500	1786 » 1787	1200
1787	565,417,500	565,417,500	1787 » 1788	1200
1788	566,017,500	566,017,500	1788 » 1789	1200
1789	566,617,500	566,617,500	1789 » 1790	1200
1790	567,217,500	567,217,500	1790 » 1791	1200
1791	567,817,500	567,817,500	1791 » 1792	1200
1792	568,417,500	568,417,500	1792 » 1793	1205
1793	569,020,000	569,020,000	1793 » 1794	1205
