Level	Dark Power	Castle Level	Upgrade Cost	Dark Regent
1546	881,873,984	773	1546 » 1547	
1547	882,896,000	774	1547 » 1548	
1548	883,918,016	774	1548 » 1549	
1549	884,940,032	775	1549 » 1550	
1550	885,961,984	775	1550 » 1551	
1551	886,990,976	776	1551 » 1552	
1552	888,019,968	776	1552 » 1553	
1553	889,049,024	777	1553 » 1554	
1554	890,078,016	777	1554 » 1555	
1555	891,107,008	778	1555 » 1556	
1556	892,136,000	778	1556 » 1557	
1557	893,164,992	779	1557 » 1558	
1558	894,193,984	779	1558 » 1559	
1559	895,222,976	780	1559 » 1560	
1560	896,252,032	780	1560 » 1561	
1561	897,281,024	781	1561 » 1562	
1562	898,310,016	781	1562 » 1563	
1563	899,339,008	782	1563 » 1564	
1564	900,374,976	782	1564 » 1565	
1565	901,411,008	783	1565 » 1566	
1566	902,446,976	783	1566 » 1567	
1567	903,483,008	784	1567 » 1568	
1568	904,518,976	784	1568 » 1569	
1569	905,555,008	785	1569 » 1570	
1570	906,590,976	785	1570 » 1571	
1571	907,627,008	786	1571 » 1572	
1572	908,662,976	786	1572 » 1573	
1573	909,699,008	787	1573 » 1574	
1574	910,734,978	787	1574 » 1575	
1575	911,771,008	788	1575 » 1576	
1576	912,806,976	788	1576 » 1577	
1577	913,849,984	789	1577 » 1578	
1578	914,892,992	789	1578 » 1579	
1579	915,936,000	790	1579 » 1580	
1580	916,979,008	790	1580 » 1581	
1581	918,022,016	791	1581 » 1582	
1582	919,065,024	791	1582 » 1583	
1583	920,108,032	792	1583 » 1584	
1584	921,150,976	792	1584 » 1585	
1585	922,193,984	793	1585 » 1586	
1586	923,236,992	793	1586 » 1587	
1587	924,280,000	794	1587 » 1588	
1588	925,323,008	794	1588 » 1589	
1589	926,366,016	795	1589 » 1590	
1590	927,416,000	795	1590 » 1591	
1591	928,465,984	796	1591 » 1592	
1592	929,516,032	796	1592 » 1593	
1593	930,566,016	797	1593 » 1594	
1594	931,616,000	797	1594 » 1595	
1595	932,665,984	798	1595 » 1596	
1596	933,715,968	798	1596 » 1597	
1597	934,766,016	799	1597 » 1598	
1598	935,816,000	799	1598 » 1599	
1599	936,865,984	800	1599 » 1600	
1600	937,916,032	800	1600 » 1601	
1601	938,966,016	801	1601 » 1602	
1602	940,016,000	801	1602 » 1603	
1603	941,065,984	802	1603 » 1604	
1604	942,123,008	802	1604 » 1605	
1605	943,180,032	803	1605 » 1606	
1606	944,236,992	803	1606 » 1607	
1607	945,294,016	804	1607 » 1608	
1608	946,350,976	804	1608 » 1609	
1609	947,408,000	805	1609 » 1610	
1610	948,465,024	805	1610 » 1611	
1611	949,521,984	806	1611 » 1612	
1612	950,579,008	806	1612 » 1613	
1613	951,635,968	807	1613 » 1614	
1614	952,692,992	807	1614 » 1615	
1615	953,750,016	808	1615 » 1616	
1616	954,806,976	808	1616 » 1617	
1617	955,870,976	809	1617 » 1618	
1618	956,934,976	809	1618 » 1619	
1619	957,998,976	810	1619 » 1620	
1620	959,062,976	810	1620 » 1621	
1621	960,126,976	811	1621 » 1622	
1622	961,190,976	811	1622 » 1623	
1623	962,254,976	812	1623 » 1624	
1624	963,318,976	812	1624 » 1625	
1625	964,382,976	813	1625 » 1626	
1626	965,446,976	813	1626 » 1627	
1627	966,510,976	814	1627 » 1628	
1628	967,574,976	814	1628 » 1629	
1629	968,638,976	815	1629 » 1630	
1630	969,702,976	815	1630 » 1631	
1631	970,774,016	816	1631 » 1632	
1632	971,844,992	816	1632 » 1633	
1633	972,915,968	817	1633 » 1634	
1634	973,987,008	817	1634 » 1635	
1635	975,057,984	818	1635 » 1636	
1636	976,129,024	818	1636 » 1637	
1637	977,200,000	819	1637 » 1638	
1638	978,270,976	819	1638 » 1639	
1639	979,342,016	820	1639 » 1640	
1640	980,412,992	820	1640 » 1641	
1641	981,484,032	821	1641 » 1642	
1642	982,555,008	821	1642 » 1643	
1643	983,625,984	822	1643 » 1644	
1644	984,704,000	822	1644 » 1645	
1645	985,782,016	823	1645 » 1646	
1646	986,860,032	823	1646 » 1647	
1647	987,937,984	824	1647 » 1648	
1648	989,016,000	824	1648 » 1649	
1649	990,094,016	825	1649 » 1650	
1650	991,171,968	825	1650 » 1651	
1651	992,249,984	826	1651 » 1652	
1652	993,328,000	826	1652 » 1653	
1653	994,406,016	827	1653 » 1654	
1654	995,484,032	827	1654 » 1655	
1655	996,561,984	828	1655 » 1656	
1656	997,640,000	828	1656 » 1657	
1657	998,724,992	829	1657 » 1658	
1658	999,809,984	829	1658 » 1659	
1659	1,000,894,976	830	1659 » 1660	
1660	1,001,980,032	830	1660 » 1661	
1661	1,003,065,024	831	1661 » 1662	
1662	1,004,150,016	831	1662 » 1663	
1663	1,005,235,008	832	1663 » 1664	
1664	1,006,320,000	832	1664 » 1665	
1665	1,007,404,992	833	1665 » 1666	
1666	1,008,489,984	833	1666 » 1667	
1667	1,009,574,976	834	1667 » 1668	
1668	1,010,659,968	834	1668 » 1669	
1669	1,011,745,024	835	1669 » 1670	
1670	1,012,830,016	835	1670 » 1671	
1671	1,013,921,984	836	1671 » 1672	
1672	1,015,014,016	836	1672 » 1673	
1673	1,016,105,984	837	1673 » 1674	
1674	1,017,198,016	837	1674 » 1675	
1675	1,018,289,984	838	1675 » 1676	
1676	1,019,382,016	838	1676 » 1677	
1677	1,020,473,984	839	1677 » 1678	
1678	1,021,566,016	839	1678 » 1679	
1679	1,022,657,984	840	1679 » 1680	
1680	1,023,750,016	840	1680 » 1681	
1681	1,024,841,984	841	1681 » 1682	
1682	1,025,934,016	841	1682 » 1683	
1683	1,027,025,984	842	1683 » 1684	
1684	1,028,124,992	842	1684 » 1685	
1685	1,029,224,000	843	1685 » 1686	
1686	1,030,323,008	843	1686 » 1687	
1687	1,031,422,016	844	1687 » 1688	
1688	1,032,521,024	844	1688 » 1689	
1689	1,033,619,968	845	1689 » 1690	
1690	1,034,718,976	845	1690 » 1691	
1691	1,035,817,984	846	1691 » 1692	
1692	1,036,916,992	846	1692 » 1693	
1693	1,038,016,000	847	1693 » 1694	
1694	1,039,115,008	847	1694 » 1695	
1695	1,040,214,016	848	1695 » 1696	
1696	1,041,313,024	848	1696 » 1697	
1697	1,042,412,032	849	1697 » 1698	
1698	1,043,518,016	849	1698 » 1699	
1699	1,044,624,000	850	1699 » 1700	
1700	1,045,729,987	850	1700 » 1701	
1701	1,046,835,968	851	1701 » 1702	
1702	1,047,942,016	851	1702 » 1703	
1703	1,049,048,000	852	1703 » 1704	
1704	1,050,153,984	852	1704 » 1705	
1705	1,051,260,032	853	1705 » 1706	
1706	1,052,366,016	853	1706 » 1707	
1707	1,053,472,000	854	1707 » 1708	
1708	1,054,577,984	854	1708 » 1709	
1709	1,055,683,968	855	1709 » 1710	
1710	1,056,790,016	855	1710 » 1711	
1711	1,057,902,976	856	1711 » 1712	
1712	1,059,016,000	856	1712 » 1713	
1713	1,060,129,024	857	1713 » 1714	
1714	1,061,241,984	857	1714 » 1715	
1715	1,062,355,008	858	1715 » 1716	
1716	1,063,468,032	858	1716 » 1717	
1717	1,064,580,992	859	1717 » 1718	
1718	1,065,694,016	859	1718 » 1719	
1719	1,066,806,976	860	1719 » 1720	
1720	1,067,920,000	860	1720 » 1721	
1721	1,069,033,024	861	1721 » 1722	
1722	1,070,145,984	861	1722 » 1723	
1723	1,071,259,008	862	1723 » 1724	
1724	1,072,371,968	862	1724 » 1725	
1725	1,073,491,968	863	1725 » 1726	
1726	1,074,611,968	863	1726 » 1727	
1727	1,075,731,968	864	1727 » 1728	
1728	1,076,851,968	864	1728 » 1729	
1729	1,077,971,968	865	1729 » 1730	
1730	1,079,091,968	865	1730 » 1731	
1731	1,080,211,968	866	1731 » 1732	
1732	1,081,331,968	866	1732 » 1733	
1733	1,082,451,968	867	1733 » 1734	
1734	1,083,571,968	867	1734 » 1735	
1735	1,084,691,968	868	1735 » 1736	
1736	1,085,811,968	868	1736 » 1737	
1737	1,086,931,968	869	1737 » 1738	
1738	1,088,051,968	869	1738 » 1739	
1739	1,089,179,008	870	1739 » 1740	
1740	1,090,306,048	870	1740 » 1741	
1741	1,091,432,960	871	1741 » 1742	
1742	1,092,560,000	871	1742 » 1743	
1743	1,093,687,040	872	1743 » 1744	
1744	1,094,813,952	872	1744 » 1745	
1745	1,095,940,992	873	1745 » 1746	
1746	1,097,068,032	873	1746 » 1747	
1747	1,098,194,944	874	1747 » 1748	
1748	1,099,321,984	874	1748 » 1749	
1749	1,100,449,024	875	1749 » 1750	
1750	1,101,575,936	875	1750 » 1751	
1751	1,102,702,976	876	1751 » 1752	
1752	1,103,837,056	876	1752 » 1753	
1753	1,104,971,008	877	1753 » 1754	
1754	1,106,104,960	877	1754 » 1755	
1755	1,107,239,040	878	1755 » 1756	
1756	1,108,372,992	878	1756 » 1757	
1757	1,109,506,944	879	1757 » 1758	
1758	1,110,641,024	879	1758 » 1759	
1759	1,111,774,976	880	1759 » 1760	
1760	1,112,909,056	880	1760 » 1761	
1761	1,114,043,008	881	1761 » 1762	
1762	1,115,176,960	881	1762 » 1763	
1763	1,116,311,040	882	1763 » 1764	
1764	1,117,444,992	882	1764 » 1765	
1765	1,118,578,944	883	1765 » 1766	
1766	1,119,719,936	883	1766 » 1767	
1767	1,120,861,056	884	1767 » 1768	
1768	1,122,002,048	884	1768 » 1769	
1769	1,123,143,040	885	1769 » 1770	
1770	1,124,284,032	885	1770 » 1771	
1771	1,125,425,024	886	1771 » 1772	
1772	1,126,566,016	886	1772 » 1773	
1773	1,127,707,008	887	1773 » 1774	
1774	1,128,848,000	887	1774 » 1775	
1775	1,129,988,992	888	1775 » 1776	
1776	1,131,129,984	888	1776 » 1777	
1777	1,132,270,976	889	1777 » 1778	
1778	1,133,411,968	889	1778 » 1779	
1779	1,134,560,000	890	1779 » 1780	
1780	1,135,708,032	890	1780 » 1781	
1781	1,136,856,064	891	1781 » 1782	
1782	1,138,003,968	891	1782 » 1783	
1783	1,139,152,000	892	1783 » 1784	
1784	1,140,300,032	892	1784 » 1785	
1785	1,141,447,936	893	1785 » 1786	
1786	1,142,595,968	893	1786 » 1787	
1787	1,143,744,000	894	1787 » 1788	
1788	1,144,892,032	894	1788 » 1789	
1789	1,146,040,064	895	1789 » 1790	
1790	1,147,187,968	895	1790 » 1791	
1791	1,148,336,000	896	1791 » 1792	
1792	1,149,484,032	896	1792 » 1793	
1793	1,150,638,976	897	1793 » 1794	
1794	1,151,794,048	897	1794 » 1795	
1795	1,152,948,992	898	1795 » 1796	
1796	1,154,104,064	898	1796 » 1797	
1797	1,155,259,008	899	1797 » 1798	
1798	1,156,413,952	899	1798 » 1799	
1799	1,157,569,024	900	1799 » 1800	
1800	1,158,723,968	900	1800 » 1801	
1801	1,159,879,040	901	1801 » 1802	
1802	1,161,033,984	901	1802 » 1803	
1803	1,162,189,056	902	1803 » 1804	
1804	1,163,344,000	902	1804 » 1805	
1805	1,164,498,944	903	1805 » 1806	
1806	1,165,654,016	903	1806 » 1807	
1807	1,166,816,000	904	1807 » 1808	
1808	1,167,977,984	904	1808 » 1809	
1809	1,169,139,968	905	1809 » 1810	
1810	1,170,301,952	905	1810 » 1811	
1811	1,171,463,936	906	1811 » 1812	
1812	1,172,626,048	906	1812 » 1813	
1813	1,173,788,032	907	1813 » 1814	
1814	1,174,950,016	907	1814 » 1815	
1815	1,176,112,000	908	1815 » 1816	
1816	1,177,273,984	908	1816 » 1817	
1817	1,178,435,968	909	1817 » 1818	
1818	1,179,597,952	909	1818 » 1819	
1819	1,180,760,064	910	1819 » 1820	
1820	1,181,928,960	910	1820 » 1821	
1821	1,183,097,984	911	1821 » 1822	
1822	1,184,267,008	911	1822 » 1823	
1823	1,185,436,032	912	1823 » 1824	
1824	1,186,605,056	912	1824 » 1825	
1825	1,187,773,952	913	1825 » 1826	
1826	1,188,942,976	913	1826 » 1827	
1827	1,190,112,000	914	1827 » 1828	
1828	1,191,281,024	914	1828 » 1829	
1829	1,192,450,048	915	1829 » 1830	
1830	1,193,618,944	915	1830 » 1831	
1831	1,194,787,968	916	1831 » 1832	
1832	1,195,956,992	916	1832 » 1833	
1833	1,197,126,016	917	1833 » 1834	
1834	1,198,301,952	917	1834 » 1835	
1835	1,199,478,016	918	1835 » 1836	
1836	1,200,653,952	918	1836 » 1837	
1837	1,201,830,016	919	1837 » 1838	
1838	1,203,005,952	919	1838 » 1839	
1839	1,204,182,016	920	1839 » 1840	
1840	1,205,357,952	920	1840 » 1841	
1841	1,206,534,016	921	1841 » 1842	
1842	1,207,709,952	921	1842 » 1843	
1843	1,208,886,016	922	1843 » 1844	
1844	1,210,061,952	922	1844 » 1845	
1845	1,211,238,016	923	1845 » 1846	
1846	1,212,413,952	923	1846 » 1847	
1847	1,213,590,016	924	1847 » 1848	
1848	1,214,772,992	924	1848 » 1849	
1849	1,215,955,968	925	1849 » 1850	
1850	1,217,138,944	925	1850 » 1851	
1851	1,218,322,048	926	1851 » 1852	
1852	1,219,505,024	926	1852 » 1853	
1853	1,220,688,000	927	1853 » 1854	
1854	1,221,870,976	927	1854 » 1855	
1855	1,223,053,952	928	1855 » 1856	
1856	1,224,237,056	928	1856 » 1857	
1857	1,225,420,032	929	1857 » 1858	
1858	1,226,603,008	929	1858 » 1859	
1859	1,227,785,984	930	1859 » 1860	
1860	1,228,968,960	930	1860 » 1861	
1861	1,230,151,936	931	1861 » 1862	
1862	1,231,341,952	931	1862 » 1863	
1863	1,232,531,968	932	1863 » 1864	
1864	1,233,721,984	932	1864 » 1865	
1865	1,234,912,000	933	1865 » 1866	
1866	1,236,102,016	933	1866 » 1867	
1867	1,237,292,032	934	1867 » 1868	
1868	1,238,482,048	934	1868 » 1869	
1869	1,239,672,064	935	1869 » 1870	
1870	1,240,861,952	935	1870 » 1871	
1871	1,242,051,968	936	1871 » 1872	
1872	1,243,241,984	936	1872 » 1873	
1873	1,244,432,000	937	1873 » 1874	
1874	1,245,622,016	937	1874 » 1875	
1875	1,246,818,944	938	1875 » 1876	
1876	1,248,016,000	938	1876 » 1877	
1877	1,249,213,056	939	1877 » 1878	
1878	1,250,409,984	939	1878 » 1879	
1879	1,251,607,040	940	1879 » 1880	
1880	1,252,803,968	940	1880 » 1881	
1881	1,254,001,024	941	1881 » 1882	
1882	1,255,197,952	941	1882 » 1883	
1883	1,256,395,008	942	1883 » 1884	
1884	1,257,592,064	942	1884 » 1885	
1885	1,258,788,992	943	1885 » 1886	
1886	1,259,986,048	943	1886 » 1887	
1887	1,261,182,976	944	1887 » 1888	
1888	1,262,380,032	944	1888 » 1889	
1889	1,263,584,000	945	1889 » 1890	
1890	1,264,787,968	945	1890 » 1891	
1891	1,265,991,936	946	1891 » 1892	
1892	1,267,196,032	946	1892 » 1893	
1893	1,268,400,000	947	1893 » 1894	
1894	1,269,603,968	947	1894 » 1895	
1895	1,270,808,064	948	1895 » 1896	
1896	1,272,012,032	948	1896 » 1897	
1897	1,273,216,000	949	1897 » 1898	
1898	1,274,419,968	949	1898 » 1899	
1899	1,275,623,936	950	1899 » 1900	
1900	1,276,828,032	950	1900 » 1901	
1901	1,278,032,000	951	1901 » 1902	
1902	1,279,235,968	951	1902 » 1903	
1903	1,280,446,976	952	1903 » 1904	
1904	1,281,657,984	952	1904 » 1905	
1905	1,282,868,992	953	1905 » 1906	
1906	1,284,080,000	953	1906 » 1907	
1907	1,285,291,008	954	1907 » 1908	
1908	1,286,502,016	954	1908 » 1909	
1909	1,287,713,024	955	1909 » 1910	
1910	1,288,924,032	955	1910 » 1911	
1911	1,290,135,040	956	1911 » 1912	
1912	1,291,346,048	956	1912 » 1913	
1913	1,292,557,056	957	1913 » 1914	
1914	1,293,767,936	957	1914 » 1915	
1915	1,294,978,944	958	1915 » 1916	
1916	1,296,189,952	958	1916 » 1917	
1917	1,297,408,000	959	1917 » 1918	
1918	1,298,626,048	959	1918 » 1919	
1919	1,299,843,968	960	1919 » 1920	
1920	1,301,062,016	960	1920 » 1921	
1921	1,302,279,936	961	1921 » 1922	
1922	1,303,497,948	961	1922 » 1923	
1923	1,304,716,032	962	1923 » 1924	
1924	1,305,933,952	962	1924 » 1925	
1925	1,307,152,000	963	1925 » 1926	
1926	1,308,370,048	963	1926 » 1927	
1927	1,309,587,968	964	1927 » 1928	
1928	1,310,806,016	964	1928 » 1929	
1929	1,312,024,064	965	1929 » 1930	
1930	1,313,241,984	965	1930 » 1931	
1931	1,314,466,944	966	1931 » 1932	
1932	1,315,692,032	966	1932 » 1933	
1933	1,316,916,992	967	1933 » 1934	
1934	1,318,141,952	967	1934 » 1935	
1935	1,319,367,040	968	1935 » 1936	
1936	1,320,592,000	968	1936 » 1937	
1937	1,321,816,960	969	1937 » 1938	
1938	1,323,042,048	969	1938 » 1939	
1939	1,324,267,008	970	1939 » 1940	
1940	1,325,491,968	970	1940 » 1941	
1941	1,326,717,056	971	1941 » 1942	
1942	1,327,942,016	971	1942 » 1943	
1943	1,329,166,976	972	1943 » 1944	
1944	1,330,392,064	972	1944 » 1945	
1945	1,331,623,936	973	1945 » 1946	
1946	1,332,856,064	973	1946 » 1947	
1947	1,334,087,936	974	1947 » 1948	
1948	1,335,320,064	974	1948 » 1949	
1949	1,336,551,936	975	1949 » 1950	
1950	1,337,784,064	975	1950 » 1951	
1951	1,339,015,936	976	1951 » 1952	
1952	1,340,248,064	976	1952 » 1953	
1953	1,341,479,936	977	1953 » 1954	
1954	1,342,712,064	977	1954 » 1955	
1955	1,343,943,936	978	1955 » 1956	
1956	1,345,176,064	978	1956 » 1957	
1957	1,346,407,936	979	1957 » 1958	
1958	1,347,646,976	979	1958 » 1959	
1959	1,348,886,016	980	1959 » 1960	
1960	1,350,125,056	980	1960 » 1961	
1961	1,351,363,968	981	1961 » 1962	
1962	1,352,603,008	981	1962 » 1963	
1963	1,353,842,048	982	1963 » 1964	
1964	1,355,080,960	982	1964 » 1965	
1965	1,356,320,000	983	1965 » 1966	
1966	1,357,559,040	983	1966 » 1967	
1967	1,358,797,952	984	1967 » 1968	
1968	1,360,036,992	984	1968 » 1969	
1969	1,361,276,032	985	1969 » 1970	
1970	1,362,514,944	985	1970 » 1971	
1971	1,363,753,984	986	1971 » 1972	
1972	1,364,999,936	986	1972 » 1973	
1973	1,366,246,016	987	1973 » 1974	
1974	1,367,491,968	987	1974 » 1975	
1975	1,368,738,048	988	1975 » 1976	
1976	1,369,984,000	988	1976 » 1977	
1977	1,371,229,952	989	1977 » 1978	
1978	1,372,476,032	989	1978 » 1979	
1979	1,373,721,984	990	1979 » 1980	
1980	1,374,968,064	990	1980 » 1981	
1981	1,376,214,016	991	1981 » 1982	
1982	1,377,459,968	991	1982 » 1983	
1983	1,378,706,048	992	1983 » 1984	
1984	1,379,952,000	992	1984 » 1985	
1985	1,381,197,952	993	1985 » 1986	
1986	1,382,450,944	993	1986 » 1987	
1987	1,383,704,064	994	1987 » 1988	
1988	1,384,957,056	994	1988 » 1989	
1989	1,386,210,048	995	1989 » 1990	
1990	1,387,463,040	995	1990 » 1991	
1991	1,388,716,032	996	1991 » 1992	
1992	1,389,969,024	996	1992 » 1993	
1993	1,391,222,016	997	1993 » 1994	
1994	1,392,475,008	997	1994 » 1995	
1995	1,393,728,000	998	1995 » 1996	
1996	1,394,980,992	998	1996 » 1997	
1997	1,396,233,984	999	1997 » 1998	
1998	1,397,486,976	999	1998 » 1999	
1999	1,398,739,968	1000	1999 » 2000	
2000	1,400,000,000	1000	2000 » 2001	
2001	1,410,000,000	1050	2001 » 2002	
2002	1,420,000,000	1100	2002 » 2003	
2003	1,430,000,000	1150	2003 » 2004	
2004	1,440,000,000	1200	2004 » 2005	
2005	1,450,000,000	1250	2005 » 2006	
2006	1,460,000,000	1300	2006 » 2007	
2007	1,470,000,000	1350	2007 » 2008	
2008	1,480,000,000	1400	2008 » 2009	
2009	1,490,000,000	1450	2009 » 2010	
2010	1,500,000,000	1500	2010 » 2011	10,000,000
2011	1,510,000,000	1550	2011 » 2012	20,000,000
2012	1,520,000,000	1600	2012 » 2013	
2013	1,530,000,000	1650	2013 » 2014	
2014	1,540,000,000	1700	2014 » 2015	
2015	1,550,000,000	1750	2015 » 2016	
2016	1,560,000,000	1800	2016 » 2017	
2017	1,570,000,000	1850	2017 » 2018	
2018	1,580,000,000	1900	2018 » 2019	
2019	1,590,000,000	1950	2019 » 2020	
2020	1,600,000,000	2000		
