Level	Light Power	Light Power (calculated)	Upgrade	Regent	Regent (Est.)
1192	553,118,976	553,119,000	1192 » 1193	595	
1193	553,952,000	553,952,000	1193 » 1194	595	
1194	554,785,024	554,785,000	1194 » 1195	595	
1195	555,617,984	555,618,000	1195 » 1196	595	
1196	556,451,008	556,451,000	1196 » 1197	595	
1197	557,283,968	557,284,000	1197 » 1198	595	
1198	558,116,992	558,117,000	1198 » 1199	595	
1199	558,950,016	558,950,000	1199 » 1200	595	
1200	559,782,976	559,783,000	1200 » 1201	600	
1201	560,622,976	560,623,000	1201 » 1202	600	
1202	561,462,976	561,463,000	1202 » 1203	600	
1203	562,302,976	562,303,000	1203 » 1204	600	
1204	563,142,976	563,143,000	1204 » 1205	600	
1205	563,982,976	563,983,000	1205 » 1206	600	
1206	564,822,976	564,823,000	1206 » 1207	600	
1207	565,662,976	565,663,000	1207 » 1208	600	
1208	566,502,976	566,503,000	1208 » 1209	600	
1209	567,342,976	567,343,000	1209 » 1210	600	
1210	568,182,976	568,183,000	1210 » 1211	600	
1211	569,022,976	569,023,000	1211 » 1212	600	
1212	569,862,976	569,863,000	1212 » 1213	600	
1213	570,702,976	570,703,000	1213 » 1214	605	
1214	571,550,016	571,550,000	1214 » 1215	605	
1215	572,396,992	572,397,000	1215 » 1216	605	
1216	573,244,032	573,244,000	1216 » 1217	605	
1217	574,091,008	574,091,000	1217 » 1218	605	
1218	574,937,984	574,938,000	1218 » 1219	605	
1219	575,785,024	575,785,000	1219 » 1220	605	
1220	576,632,000	576,632,000	1220 » 1221	605	
1221	577,478,976	577,479,000	1221 » 1222	605	
1222	578,326,016	578,326,000	1222 » 1223	605	
1223	579,172,992	579,173,000	1223 » 1224	605	
1224	580,019,968	580,020,000	1224 » 1225	605	
1225	580,867,008	580,867,000	1225 » 1226	610	
1226	581,721,024	581,721,000	1226 » 1227	610	
1227	582,574,976	582,575,000	1227 » 1228	610	
1228	583,428,992	583,429,000	1228 » 1229	610	
1229	584,283,008	584,283,000	1229 » 1230	610	
1230	585,137,024	585,137,000	1230 » 1231	610	
1231	585,990,976	585,991,000	1231 » 1232	610	
1232	586,844,992	586,845,000	1232 » 1233	610	
1233	587,699,008	587,699,000	1233 » 1234	610	
1234	588,553,024	588,553,000	1234 » 1235	610	
1235	589,406,976	589,407,000	1235 » 1236	610	
1236	590,260,992	590,261,000	1236 » 1237	610	
1237	591,115,008	591,115,000	1237 » 1238	610	
1238	591,969,024	591,969,000	1238 » 1239	615	
1239	592,830,016	592,830,000	1239 » 1240	615	
1240	593,691,008	593,691,000	1240 » 1241	615	
1241	594,552,000	594,552,000	1241 » 1242	615	
1242	595,412,992	595,413,000	1242 » 1243	615	
1243	596,273,984	596,274,000	1243 » 1244	615	
1244	597,134,976	597,135,000	1244 » 1245	615	
1245	597,996,032	597,996,000	1245 » 1246	615	
1246	598,857,024	598,857,000	1246 » 1247	615	
1247	599,718,016	599,718,000	1247 » 1248	615	
1248	600,579,008	600,579,000	1248 » 1249	615	
1249	601,440,000	601,440,000	1249 » 1250	615	
1250	602,300,992	602,301,000	1250 » 1251	615	
1251	603,161,984	603,162,000	1251 » 1252	620	
1252	604,030,016	604,030,000	1252 » 1253	620	
1253	604,897,984	604,898,000	1253 » 1254	620	
1254	605,766,016	605,766,000	1254 » 1255	620	
1255	606,633,984	606,634,000	1255 » 1256	620	
1256	607,502,016	607,502,000	1256 » 1257	620	
1257	608,369,984	608,370,000	1257 » 1258	620	
1258	609,238,016	609,238,000	1258 » 1259	620	
1259	610,105,984	610,106,000	1259 » 1260	620	
1260	610,974,016	610,974,000	1260 » 1261	620	
1261	611,841,984	611,842,000	1261 » 1262	620	
1262	612,710,016	612,710,000	1262 » 1263	620	
1263	613,577,984	613,578,000	1263 » 1264	625	
1264	614,452,992	614,453,000	1264 » 1265	625	
1265	615,328,000	615,328,000	1265 » 1266	625	
1266	616,203,008	616,203,000	1266 » 1267	625	
1267	617,078,016	617,078,000	1267 » 1268	625	
1268	617,953,024	617,953,000	1268 » 1269	625	
1269	618,828,032	618,828,000	1269 » 1270	625	
1270	619,702,976	619,703,000	1270 » 1271	625	
1271	620,577,984	620,578,000	1271 » 1272	625	
1272	621,452,992	621,453,000	1272 » 1273	625	
1273	622,328,000	622,328,000	1273 » 1274	625	
1274	623,203,008	623,203,000	1274 » 1275	625	
1275	624,078,016	624,078,000	1275 » 1276	625	
1276	624,953,024	624,953,000	1276 » 1277	630	
1277	625,835,008	625,835,000	1277 » 1278	630	
1278	626,716,992	626,717,000	1278 » 1279	630	
1279	627,598,976	627,599,000	1279 » 1280	630	
1280	628,481,024	628,481,000	1280 » 1281	630	
1281	629,363,008	629,363,000	1281 » 1282	630	
1282	630,244,992	630,245,000	1282 » 1283	630	
1283	631,126,976	631,127,000	1283 » 1284	630	
1284	632,009,024	632,009,000	1284 » 1285	630	
1285	632,891,008	632,891,000	1285 » 1286	630	
1286	633,772,992	633,773,000	1286 » 1287	630	
1287	634,654,976	634,655,000	1287 » 1288	630	
1288	635,537,024	635,537,000	1288 » 1289	630	
1289	636,419,008	636,419,000	1289 » 1290	635	
1290	637,308,032	637,308,000	1290 » 1291	635	
1291	638,196,992	638,197,000	1291 » 1292	635	
1292	639,086,016	639,086,000	1292 » 1293	635	
1293	639,974,976	639,975,000	1293 » 1294	635	
1294	640,864,000	640,864,000	1294 » 1295	635	
1295	641,753,024	641,753,000	1295 » 1296	635	
1296	642,641,986	642,642,000	1296 » 1297	635	
1297	643,531,008	643,531,000	1297 » 1298	635	
1298	644,419,968	644,420,000	1298 » 1299	635	
1299	645,308,992	645,309,000	1299 » 1300	635	
1300	646,198,016	646,198,000	1300 » 1301	635	
1301	647,086,976	647,087,000	1301 » 1302	635	
1302	647,976,000	647,976,000	1302 » 1303	640	
1303	648,872,000	648,872,000	1303 » 1304	640	
1304	649,768,000	649,768,000	1304 » 1305	640	
1305	650,664,000	650,664,000	1305 » 1306	640	
1306	651,560,000	651,560,000	1306 » 1307	640	
1307	652,456,000	652,456,000	1307 » 1308	640	
1308	653,352,000	653,352,000	1308 » 1309	640	
1309	654,248,000	654,248,000	1309 » 1310	640	
1310	655,144,000	655,144,000	1310 » 1311	640	
1311	656,040,000	656,040,000	1311 » 1312	640	
1312	656,936,000	656,936,000	1312 » 1313	640	
1313	657,832,000	657,832,000	1313 » 1314	640	
1314	658,728,000	658,728,000	1314 » 1315	645	
1315	659,630,976	659,631,000	1315 » 1316	645	
1316	660,534,016	660,534,000	1316 » 1317	645	
1317	661,436,992	661,437,000	1317 » 1318	645	
1318	662,339,968	662,340,000	1318 » 1319	645	
1319	663,243,008	663,243,000	1319 » 1320	645	
1320	664,145,984	664,146,000	1320 » 1321	645	
1321	665,049,024	665,049,000	1321 » 1322	645	
1322	665,952,000	665,952,000	1322 » 1323	645	
1323	666,854,976	666,855,000	1323 » 1324	645	
1324	667,758,016	667,758,000	1324 » 1325	645	
1325	668,660,992	668,661,000	1325 » 1326	645	
1326	669,564,032	669,564,000	1326 » 1327	645	
1327	670,467,008	670,467,000	1327 » 1328	650	
1328	671,377,024	671,377,000	1328 » 1329	650	
1329	672,286,976	672,287,000	1329 » 1330	650	
1330	673,196,992	673,197,000	1330 » 1331	650	
1331	674,107,008	674,107,000	1331 » 1332	650	
1332	675,017,024	675,017,000	1332 » 1333	650	
1333	675,926,976	675,927,000	1333 » 1334	650	
1334	676,836,992	676,837,000	1334 » 1335	650	
1335	677,747,008	677,747,000	1335 » 1336	650	
1336	678,657,024	678,657,000	1336 » 1337	650	
1337	679,566,976	679,567,000	1337 » 1338	650	
1338	680,476,992	680,477,000	1338 » 1339	650	
1339	681,387,008	681,387,000	1339 » 1340	650	
1340	682,297,024	682,297,000	1340 » 1341	655	
1341	683,214,016	683,214,000	1341 » 1342	655	
1342	684,131,008	684,131,000	1342 » 1343	655	
1343	685,048,000	685,048,000	1343 » 1344	655	
1344	685,964,992	685,965,000	1344 » 1345	655	
1345	686,881,984	686,882,000	1345 » 1346	655	
1346	687,798,976	687,799,000	1346 » 1347	655	
1347	688,716,032	688,716,000	1347 » 1348	655	
1348	689,633,024	689,633,000	1348 » 1349	655	
1349	690,550,016	690,550,000	1349 » 1350	655	
1350	691,467,008	691,467,000	1350 » 1351	655	
1351	692,384,000	692,384,000	1351 » 1352	655	
1352	693,300,992	693,301,000	1352 » 1353	655	
1353	694,217,984	694,218,000	1353 » 1354	660	
1354	695,142,016	695,142,000	1354 » 1355	660	
1355	696,065,984	696,066,000	1355 » 1356	660	
1356	696,990,016	696,990,000	1356 » 1357	660	
1357	697,913,984	697,914,000	1357 » 1358	660	
1358	698,838,016	698,838,000	1358 » 1359	660	
1359	699,761,984	699,762,000	1359 » 1360	660	
1360	700,686,016	700,686,000	1360 » 1361	660	
1361	701,609,984	701,610,000	1361 » 1362	660	
1362	702,534,016	702,534,000	1362 » 1363	660	
1363	703,457,984	703,458,000	1363 » 1364	660	
1364	704,382,016	704,382,000	1364 » 1365	660	
1365	705,305,984	705,306,000	1365 » 1366	660	
1366	706,230,016	706,230,000	1366 » 1367	665	
1367	707,161,024	707,161,000	1367 » 1368	665	
1368	708,092,032	708,092,000	1368 » 1369	665	
1369	709,022,976	709,023,000	1369 » 1370	665	
1370	709,953,984	709,954,000	1370 » 1371	665	
1371	710,884,992	710,885,000	1371 » 1372	665	
1372	711,816,000	711,816,000	1372 » 1373	665	
1373	712,747,008	712,747,000	1373 » 1374	665	
1374	713,678,016	713,678,000	1374 » 1375	665	
1375	714,609,024	714,609,000	1375 » 1376	665	
1376	715,539,968	715,540,000	1376 » 1377	665	
1377	716,470,976	716,471,000	1377 » 1378	665	
1378	717,401,984	717,402,000	1378 » 1379	665	
1379	718,332,992	718,333,000	1379 » 1380	670	
1380	719,270,976	719,271,000	1380 » 1381	670	
1381	720,209,024	720,209,000	1381 » 1382	670	
1382	721,147,008	721,147,000	1382 » 1383	670	
1383	722,084,992	722,085,000	1383 » 1384	670	
1384	723,022,976	723,023,000	1384 » 1385	670	
1385	723,961,024	723,961,000	1385 » 1386	670	
1386	724,899,008	724,899,000	1386 » 1387	670	
1387	725,836,992	725,837,000	1387 » 1388	670	
1388	726,774,976	726,775,000	1388 » 1389	670	
1389	727,713,024	727,713,000	1389 » 1390	670	
1390	728,651,008	728,651,000	1390 » 1391	670	
1391	729,588,992	729,589,000	1391 » 1392	670	
1392	730,526,976	730,527,000	1392 » 1393	675	
1393	731,472,000	731,472,000	1393 » 1394	675	
1394	732,417,024	732,417,000	1394 » 1395	675	
1395	733,361,984	733,362,000	1395 » 1396	675	
1396	734,307,008	734,307,000	1396 » 1397	675	
1397	735,251,968	735,252,000	1397 » 1398	675	
1398	736,196,992	736,197,000	1398 » 1399	675	
1399	737,142,016	737,142,000	1399 » 1400	675	
1400	738,086,976	738,087,000	1400 » 1401	675	
1401	739,032,000	739,032,000	1401 » 1402	675	
1402	739,977,024	739,977,000	1402 » 1403	675	
1403	740,921,984	740,922,000	1403 » 1404	675	
1404	741,867,008	741,867,000	1404 » 1405	675	
1405	742,812,032	742,812,000	1405 » 1406	680	
1406	743,763,968	743,764,000	1406 » 1407	680	
1407	744,716,032	744,716,000	1407 » 1408	680	
1408	745,667,968	745,668,000	1408 » 1409	680	
1409	746,620,032	746,620,000	1409 » 1410	680	
1410	747,571,968	747,572,000	1410 » 1411	680	
1411	748,524,032	748,524,000	1411 » 1412	680	
1412	749,475,968	749,476,000	1412 » 1413	680	
1413	750,428,032	750,428,000	1413 » 1414	680	
1414	751,379,968	751,380,000	1414 » 1415	680	
1415	752,332,032	752,332,000	1415 » 1416	680	
1416	753,283,968	753,284,000	1416 » 1417	680	
1417	754,236,032	754,236,000	1417 » 1418	680	
1418	755,187,968	755,188,000	1418 » 1419	685	
1419	756,147,008	756,147,000	1419 » 1420	685	
1420	757,105,984	757,106,000	1420 » 1421	685	
1421	758,065,024	758,065,000	1421 » 1422	685	
1422	759,024,000	759,024,000	1422 » 1423	685	
1423	759,982,976	759,983,000	1423 » 1424	685	
1424	760,942,016	760,942,000	1424 » 1425	685	
1425	761,900,992	761,901,000	1425 » 1426	685	
1426	762,860,032	762,860,000	1426 » 1427	685	
1427	763,819,008	763,819,000	1427 » 1428	685	
1428	764,777,984	764,778,000	1428 » 1429	685	
1429	765,737,024	765,737,000	1429 » 1430	685	
1430	766,696,000	766,696,000	1430 » 1431	685	
1431	767,654,976	767,655,000	1431 » 1432	690	
1432	768,620,992	768,621,000	1432 » 1433	690	
1433	769,587,008	769,587,000	1433 » 1434	690	
1434	770,553,024	770,553,000	1434 » 1435	690	
1435	771,518,976	771,519,000	1435 » 1436	690	
1436	772,484,992	772,485,000	1436 » 1437	690	
1437	773,451,008	773,451,000	1437 » 1438	690	
1438	774,417,024	774,417,000	1438 » 1439	690	
1439	775,382,976	775,383,000	1439 » 1440	690	
1440	776,348,992	776,349,000	1440 » 1441	690	
1441	777,315,008	777,315,000	1441 » 1442	690	
1442	778,281,024	778,281,000	1442 » 1443	690	
1443	779,246,976	779,247,000	1443 » 1444	690	
1444	780,212,992	780,213,000	1444 » 1445	695	
1445	781,185,984	781,186,000	1445 » 1446	695	
1446	782,158,976	782,159,000	1446 » 1447	695	
1447	783,132,032	783,132,000	1447 » 1448	695	
1448	784,105,024	784,105,000	1448 » 1449	695	
1449	785,078,016	785,078,000	1449 » 1450	695	
1450	786,051,008	786,051,000	1450 » 1451	695	
1451	787,024,000	787,024,000	1451 » 1452	695	
1452	787,996,992	787,997,000	1452 » 1453	695	
1453	788,969,984	788,970,000	1453 » 1454	695	
1454	789,942,976	789,943,000	1454 » 1455	695	
1455	790,915,968	790,916,000	1455 » 1456	695	
1456	791,889,024	791,889,000	1456 » 1457	695	
1457	792,862,016	792,862,000	1457 » 1458	700	
1458	793,841,984	793,842,000	1458 » 1459	700	
1459	794,822,016	794,822,000	1459 » 1460	700	
1460	795,801,984	795,802,000	1460 » 1461	700	
1461	796,782,016	796,782,000	1461 » 1462	700	
1462	797,761,984	797,762,000	1462 » 1463	700	
1463	798,742,016	798,742,000	1463 » 1464	700	
1464	799,721,984	799,722,000	1464 » 1465	700	
1465	800,702,016	800,702,000	1465 » 1466	700	
1466	801,681,984	801,682,000	1466 » 1467	700	
1467	802,662,016	802,662,000	1467 » 1468	700	
1468	803,641,984	803,642,000	1468 » 1469	700	
1469	804,622,016	804,622,000	1469 » 1470	700	
1470	805,601,984	805,602,000	1470 » 1471	705	
1471	806,588,992	806,589,000	1471 » 1472	705	
1472	807,576,000	807,576,000	1472 » 1473	705	
1473	808,563,008	808,563,000	1473 » 1474	705	
1474	809,550,016	809,550,000	1474 » 1475	705	
1475	810,537,024	810,537,000	1475 » 1476	705	
1476	811,523,968	811,524,000	1476 » 1477	705	
1477	812,510,976	812,511,000	1477 » 1478	705	
1478	813,497,984	813,498,000	1478 » 1479	705	
1479	814,484,992	814,485,000	1479 » 1480	705	
1480	815,472,000	815,472,000	1480 » 1481	705	
1481	816,459,008	816,459,000	1481 » 1482	705	
1482	817,446,016	817,446,000	1482 » 1483	705	
1483	818,433,024	818,433,000	1483 » 1484	705	
1484	819,420,032	819,420,000	1484 » 1485	710	
1485	820,414,016	820,414,000	1485 » 1486	710	
1486	821,408,000	821,408,000	1486 » 1487	710	
1487	822,401,984	822,402,000	1487 » 1488	710	
1488	823,395,968	823,396,000	1488 » 1489	710	
1489	824,390,016	824,390,000	1489 » 1490	710	
1490	825,384,000	825,384,000	1490 » 1491	710	
1491	826,377,984	826,378,000	1491 » 1492	710	
1492	827,372,032	827,372,000	1492 » 1493	710	
1493	828,366,016	828,366,000	1493 » 1494	710	
1494	829,360,000	829,360,000	1494 » 1495	710	
1495	830,353,984	830,354,000	1495 » 1496	710	
1496	831,347,968	831,348,000	1496 » 1497	710	
1497	832,342,016	832,342,000	1497 » 1498	715	
1498	833,342,976	833,343,000	1498 » 1499	715	
1499	834,344,000	834,344,000	1499 » 1500	715	
1500	835,345,024	835,345,000	1500 » 1501	715	
1501	836,345,984	836,346,000	1501 » 1502	715	
1502	837,347,008	837,347,000	1502 » 1503	715	
1503	838,348,032	838,348,000	1503 » 1504	715	
1504	839,348,992	839,349,000	1504 » 1505	715	
1505	840,350,016	840,350,000	1505 » 1506	715	
1506	841,350,976	841,351,000	1506 » 1507	715	
1507	842,352,000	842,352,000	1507 » 1508	715	
1508	843,353,024	843,353,000	1508 » 1509	715	
1509	844,353,984	844,354,000	1509 » 1510	715	
1510	845,355,008	845,355,000	1510 » 1511	720	
1511	846,363,008	846,363,000	1511 » 1512	720	
1512	847,371,008	847,371,000	1512 » 1513	720	
1513	848,379,008	848,379,000	1513 » 1514	720	
1514	849,387,008	849,387,000	1514 » 1515	720	
1515	850,395,008	850,395,000	1515 » 1516	720	
1516	851,403,008	851,403,000	1516 » 1517	720	
1517	852,411,008	852,411,000	1517 » 1518	720	
1518	853,419,008	853,419,000	1518 » 1519	720	
1519	854,427,008	854,427,000	1519 » 1520	720	
1520	855,435,008	855,435,000	1520 » 1521	720	
1521	856,443,008	856,443,000	1521 » 1522	720	
1522	857,451,008	857,451,000	1522 » 1523	720	
1523	858,459,008	858,459,000	1523 » 1524	725	
1524	859,473,984	859,474,000	1524 » 1525	725	
1525	860,489,024	860,489,000	1525 » 1526	725	
1526	861,504,000	861,504,000	1526 » 1527	725	
1527	862,518,976	862,519,000	1527 » 1528	725	
1528	863,534,016	863,534,000	1528 » 1529	725	
1529	864,548,992	864,549,000	1529 » 1530	725	
1530	865,564,032	865,564,000	1530 » 1531	725	
1531	866,579,008	866,579,000	1531 » 1532	725	
1532	867,593,984	867,594,000	1532 » 1533	725	
1533	868,609,024	868,609,000	1533 » 1534	725	
1534	869,624,000	869,624,000	1534 » 1535	725	
1535	870,638,976	870,639,000	1535 » 1536	725	
1536	871,654,016	871,654,000	1536 » 1537	730	
1537	872,675,968	872,676,000	1537 » 1538	730	
1538	873,697,984	873,698,000	1538 » 1539	730	
1539	874,720,000	874,720,000	1539 » 1540	730	
1540	875,742,016	875,742,000	1540 » 1541	730	
1541	876,764,032	876,764,000	1541 » 1542	730	
1542	877,785,984	877,786,000	1542 » 1543	730	
1543	878,808,000	878,808,000	1543 » 1544	730	
1544	879,830,016	879,830,000	1544 » 1545	730	
1545	880,851,968	880,852,000	1545 » 1546	730	
1546	881,873,984	881,874,000	1546 » 1547	730	
1547	882,896,000	882,896,000	1547 » 1548	730	
1548	883,918,016	883,918,000	1548 » 1549	730	
1549	884,940,032	884,940,000	1549 » 1550	730	
1550	885,961,984	885,962,000	1550 » 1551	735	
1551	886,990,976	886,991,000	1551 » 1552	735	
1552	888,019,968	888,020,000	1552 » 1553	735	
1553	889,049,024	889,049,000	1553 » 1554	735	
1554	890,078,016	890,078,000	1554 » 1555	735	
1555	891,107,008	891,107,000	1555 » 1556	735	
1556	892,136,000	892,136,000	1556 » 1557	735	
1557	893,164,992	893,165,000	1557 » 1558	735	
1558	894,193,984	894,194,000	1558 » 1559	735	
1559	895,222,976	895,223,000	1559 » 1560	735	
1560	896,252,032	896,252,000	1560 » 1561	735	
1561	897,281,024	897,281,000	1561 » 1562	735	
1562	898,310,016	898,310,000	1562 » 1563	735	
1563	899,339,008	899,339,000	1563 » 1564	740	
1564	900,374,976	900,375,000	1564 » 1565	740	
1565	901,411,008	901,411,000	1565 » 1566	740	
1566	902,446,976	902,447,000	1566 » 1567	740	
1567	903,483,008	903,483,000	1567 » 1568	740	
1568	904,518,976	904,519,000	1568 » 1569	740	
1569	905,555,008	905,555,000	1569 » 1570	740	
1570	906,590,976	906,591,000	1570 » 1571	740	
1571	907,627,008	907,627,000	1571 » 1572	740	
1572	908,662,976	908,663,000	1572 » 1573	740	
1573	909,699,008	909,699,000	1573 » 1574	740	
1574	910,734,978	910,735,000	1574 » 1575	740	
1575	911,771,008	911,771,000	1575 » 1576	740	
1576	912,806,976	912,807,000	1576 » 1577	745	
1577	913,849,984	913,850,000	1577 » 1578	745	
1578	914,892,992	914,893,000	1578 » 1579	745	
1579	915,936,000	915,936,000	1579 » 1580	745	
1580	916,979,008	916,979,000	1580 » 1581	745	
1581	918,022,016	918,022,000	1581 » 1582	745	
1582	919,065,024	919,065,000	1582 » 1583	745	
1583	920,108,032	920,108,000	1583 » 1584	745	
1584	921,150,976	921,151,000	1584 » 1585	745	
1585	922,193,984	922,194,000	1585 » 1586	745	
1586	923,236,992	923,237,000	1586 » 1587	745	
1587	924,280,000	924,280,000	1587 » 1588	745	
1588	925,323,008	925,323,000	1588 » 1589	745	
1589	926,366,016	926,366,000	1589 » 1590	750	
1590	927,416,000	927,416,000	1590 » 1591	750	
1591	928,465,984	928,466,000	1591 » 1592	750	
1592	929,516,032	929,516,000	1592 » 1593	750	
1593	930,566,016	930,566,000	1593 » 1594	750	
1594	931,616,000	931,616,000	1594 » 1595	750	
1595	932,665,984	932,666,000	1595 » 1596	750	
1596	933,715,968	933,716,000	1596 » 1597	750	
1597	934,766,016	934,766,000	1597 » 1598	750	
1598	935,816,000	935,816,000	1598 » 1599	750	
1599	936,865,984	936,866,000	1599 » 1600	750	
1600	937,916,032	937,916,000	1600 » 1601	750	
1601	938,966,016	938,966,000	1601 » 1602	750	
1602	940,016,000	940,016,000	1602 » 1603	750	
1603	941,065,984	941,066,000	1603 » 1604	755	
1604	942,123,008	942,123,000	1604 » 1605	755	
1605	943,180,032	943,180,000	1605 » 1606	755	
1606	944,236,992	944,237,000	1606 » 1607	755	
1607	945,294,016	945,294,000	1607 » 1608	755	
1608	946,350,976	946,351,000	1608 » 1609	755	
1609	947,408,000	947,408,000	1609 » 1610	755	
1610	948,465,024	948,465,000	1610 » 1611	755	
1611	949,521,984	949,522,000	1611 » 1612	755	
1612	950,579,008	950,579,000	1612 » 1613	755	
1613	951,635,968	951,636,000	1613 » 1614	755	
1614	952,692,992	952,693,000	1614 » 1615	755	
1615	953,750,016	953,750,000	1615 » 1616	755	
1616	954,806,976	954,807,000	1616 » 1617	760	
1617	955,870,976	955,871,000	1617 » 1618	760	
1618	956,934,976	956,935,000	1618 » 1619	760	
1619	957,998,976	957,999,000	1619 » 1620	760	
1620	959,062,976	959,063,000	1620 » 1621	760	
1621	960,126,976	960,127,000	1621 » 1622	760	
1622	961,190,976	961,191,000	1622 » 1623	760	
1623	962,254,976	962,255,000	1623 » 1624	760	
1624	963,318,976	963,319,000	1624 » 1625	760	
1625	964,382,976	964,383,000	1625 » 1626	760	
1626	965,446,976	965,447,000	1626 » 1627	760	
1627	966,510,976	966,511,000	1627 » 1628	760	
1628	967,574,976	967,575,000	1628 » 1629	760	
1629	968,638,976	968,639,000	1629 » 1630	760	
1630	969,702,976	969,703,000	1630 » 1631	765	
1631	970,774,016	970,774,000	1631 » 1632	765	
1632	971,844,992	971,845,000	1632 » 1633	765	
1633	972,915,968	972,916,000	1633 » 1634	765	
1634	973,987,008	973,987,000	1634 » 1635	765	
1635	975,057,984	975,058,000	1635 » 1636	765	
1636	976,129,024	976,129,000	1636 » 1637	765	
1637	977,200,000	977,200,000	1637 » 1638	765	
1638	978,270,976	978,271,000	1638 » 1639	765	
1639	979,342,016	979,342,000	1639 » 1640	765	
1640	980,412,992	980,413,000	1640 » 1641	765	
1641	981,484,032	981,484,000	1641 » 1642	765	
1642	982,555,008	982,555,000	1642 » 1643	765	
1643	983,625,984	983,626,000	1643 » 1644	770	
1644	984,704,000	984,704,000	1644 » 1645	770	
1645	985,782,016	985,782,000	1645 » 1646	770	
1646	986,860,032	986,860,000	1646 » 1647	770	
1647	987,937,984	987,938,000	1647 » 1648	770	
1648	989,016,000	989,016,000	1648 » 1649	770	
1649	990,094,016	990,094,000	1649 » 1650	770	
1650	991,171,968	991,172,000	1650 » 1651	770	
1651	992,249,984	992,250,000	1651 » 1652	770	
1652	993,328,000	993,328,000	1652 » 1653	770	
1653	994,406,016	994,406,000	1653 » 1654	770	
1654	995,484,032	995,484,000	1654 » 1655	770	
1655	996,561,984	996,562,000	1655 » 1656	770	
1656	997,640,000	997,640,000	1656 » 1657	775	
1657	998,724,992	998,725,000	1657 » 1658	775	
1658	999,809,984	999,810,000	1658 » 1659	775	
1659	1,000,894,976	1,000,895,000	1659 » 1660	775	
1660	1,001,980,032	1,001,980,000	1660 » 1661	775	
1661	1,003,065,024	1,003,065,000	1661 » 1662	775	
1662	1,004,150,016	1,004,150,000	1662 » 1663	775	
1663	1,005,235,008	1,005,235,000	1663 » 1664	775	
1664	1,006,320,000	1,006,320,000	1664 » 1665	775	
1665	1,007,404,992	1,007,405,000	1665 » 1666	775	
1666	1,008,489,984	1,008,490,000	1666 » 1667	775	
1667	1,009,574,976	1,009,575,000	1667 » 1668	775	
1668	1,010,659,968	1,010,660,000	1668 » 1669	775	
1669	1,011,745,024	1,011,745,000	1669 » 1670	775	
1670	1,012,830,016	1,012,830,000	1670 » 1671	780	
1671	1,013,921,984	1,013,922,000	1671 » 1672	780	
1672	1,015,014,016	1,015,014,000	1672 » 1673	780	
1673	1,016,105,984	1,016,106,000	1673 » 1674	780	
1674	1,017,198,016	1,017,198,000	1674 » 1675	780	
1675	1,018,289,984	1,018,290,000	1675 » 1676	780	
1676	1,019,382,016	1,019,382,000	1676 » 1677	780	
1677	1,020,473,984	1,020,474,000	1677 » 1678	780	
1678	1,021,566,016	1,021,566,000	1678 » 1679	780	
1679	1,022,657,984	1,022,658,000	1679 » 1680	780	
1680	1,023,750,016	1,023,750,000	1680 » 1681	780	
1681	1,024,841,984	1,024,842,000	1681 » 1682	780	
1682	1,025,934,016	1,025,934,000	1682 » 1683	780	
1683	1,027,025,984	1,027,026,000	1683 » 1684	785	
1684	1,028,124,992	1,028,125,000	1684 » 1685	785	
1685	1,029,224,000	1,029,224,000	1685 » 1686	785	
1686	1,030,323,008	1,030,323,000	1686 » 1687	785	
1687	1,031,422,016	1,031,422,000	1687 » 1688	785	
1688	1,032,521,024	1,032,521,000	1688 » 1689	785	
1689	1,033,619,968	1,033,620,000	1689 » 1690	785	
1690	1,034,718,976	1,034,719,000	1690 » 1691	785	
1691	1,035,817,984	1,035,818,000	1691 » 1692	785	
1692	1,036,916,992	1,036,917,000	1692 » 1693	785	
1693	1,038,016,000	1,038,016,000	1693 » 1694	785	
1694	1,039,115,008	1,039,115,000	1694 » 1695	785	
1695	1,040,214,016	1,040,214,000	1695 » 1696	785	
1696	1,041,313,024	1,041,313,000	1696 » 1697	785	
1697	1,042,412,032	1,042,412,000	1697 » 1698	790	
1698	1,043,518,016	1,043,518,000	1698 » 1699	790	
1699	1,044,624,000	1,044,624,000	1699 » 1700	790	
1700	1,045,729,987	1,045,730,000	1700 » 1701	790	
1701	1,046,835,968	1,046,836,000	1701 » 1702	790	
1702	1,047,942,016	1,047,942,000	1702 » 1703	790	
1703	1,049,048,000	1,049,048,000	1703 » 1704	790	
1704	1,050,153,984	1,050,154,000	1704 » 1705	790	
1705	1,051,260,032	1,051,260,000	1705 » 1706	790	
1706	1,052,366,016	1,052,366,000	1706 » 1707	790	
1707	1,053,472,000	1,053,472,000	1707 » 1708	790	
1708	1,054,577,984	1,054,578,000	1708 » 1709	790	
1709	1,055,683,968	1,055,684,000	1709 » 1710	790	
1710	1,056,790,016	1,056,790,000	1710 » 1711	795	
1711	1,057,902,976	1,057,903,000	1711 » 1712	795	
1712	1,059,016,000	1,059,016,000	1712 » 1713	795	
1713	1,060,129,024	1,060,129,000	1713 » 1714	795	
1714	1,061,241,984	1,061,242,000	1714 » 1715	795	
1715	1,062,355,008	1,062,355,000	1715 » 1716	795	
1716	1,063,468,032	1,063,468,000	1716 » 1717	795	
1717	1,064,580,992	1,064,581,000	1717 » 1718	795	
1718	1,065,694,016	1,065,694,000	1718 » 1719	795	
